Date,Name,Open,High,Low,Close,Volume
10-01-2022,LOVELLO,45.7,47.5,43.1,43.9,4569328
11-01-2022,LOVELLO,44,48.2,41.2,45.2,6261441
12-01-2022,LOVELLO,49.7,49.7,49,49.7,5819726
13-01-2022,LOVELLO,50,53.4,48.2,51.8,5198838
16-01-2022,LOVELLO,52.5,54,48.6,50.1,5904628
17-01-2022,LOVELLO,50,50,45.6,46.6,4919516
18-01-2022,LOVELLO,46.9,47.8,44.8,45.7,3570029
19-01-2022,LOVELLO,46,47.8,44.9,45.4,2521454
20-01-2022,LOVELLO,45.5,47,45.2,45.8,1768093
23-01-2022,LOVELLO,46,46.3,43.2,43.5,2200503
24-01-2022,LOVELLO,44.1,44.7,42.9,44.1,1430627
25-01-2022,LOVELLO,44.6,44.7,42.9,43.2,1183818
26-01-2022,LOVELLO,43.4,43.8,41.7,42,1243986
27-01-2022,LOVELLO,42.1,43.2,41.5,42.1,1122944
30-01-2022,LOVELLO,42,42,39.3,40.1,1747082
31-01-2022,LOVELLO,40.6,40.6,38.2,38.7,1580396
02-01-2022,LRBDL,38,38.8,37.7,38.5,236913
03-01-2022,LRBDL,38.9,39.9,38.7,39.6,482257
04-01-2022,LRBDL,39.3,39.8,38.5,39,344154
05-01-2022,LRBDL,39.5,41.4,39.2,41.1,897549
06-01-2022,LRBDL,41.1,43.2,40.1,42.6,1401073
09-01-2022,LRBDL,42.8,43,41.2,41.5,657512
10-01-2022,LRBDL,41.5,42.5,41.1,41.7,738627
11-01-2022,LRBDL,42.2,43.3,42.2,42.6,1039360
12-01-2022,LRBDL,42.4,42.9,41,41.1,404859
13-01-2022,LRBDL,41.6,41.9,40.6,41,376734
16-01-2022,LRBDL,41.9,42.2,40.8,41.1,493080
17-01-2022,LRBDL,40.9,41.6,40.5,40.8,311658
18-01-2022,LRBDL,40.2,41.4,40.2,40.7,248396
19-01-2022,LRBDL,40.7,41.8,40.7,40.8,229387
20-01-2022,LRBDL,41.1,42.3,40.9,42,577214
23-01-2022,LRBDL,42.1,42.4,40.9,41.1,339048
24-01-2022,LRBDL,41.4,41.6,39.1,39.3,357664
25-01-2022,LRBDL,39.7,40.6,39.7,40.4,249920
26-01-2022,LRBDL,40.7,40.8,40,40.4,198815
27-01-2022,LRBDL,39.9,40.3,39.7,39.9,271979
30-01-2022,LRBDL,39.9,40.5,39.9,40,169600
31-01-2022,LRBDL,40,40.8,39.3,39.4,154292
02-01-2022,LRGLOBMF1,6.9,7,6.9,6.9,70009
03-01-2022,LRGLOBMF1,7,7.1,6.9,7,550431
04-01-2022,LRGLOBMF1,7,7.1,6.9,7,306725
05-01-2022,LRGLOBMF1,7,7,6.9,6.9,123410
06-01-2022,LRGLOBMF1,7,7.1,6.9,7,903837
09-01-2022,LRGLOBMF1,7,7.1,6.9,6.9,366574
10-01-2022,LRGLOBMF1,6.9,7,6.8,6.9,668232
11-01-2022,LRGLOBMF1,7,7.2,6.9,7.1,1750870
12-01-2022,LRGLOBMF1,7.1,7.2,6.9,6.9,2539531
13-01-2022,LRGLOBMF1,7,7.1,6.9,7,1117978
16-01-2022,LRGLOBMF1,6.9,7,6.8,6.8,2253736
17-01-2022,LRGLOBMF1,6.9,7,6.8,6.8,832097
18-01-2022,LRGLOBMF1,6.8,7,6.8,7,1331742
19-01-2022,LRGLOBMF1,7,7,6.9,7,903828
20-01-2022,LRGLOBMF1,7,7.1,6.9,7,997168
23-01-2022,LRGLOBMF1,7,7,6.9,7,572283
24-01-2022,LRGLOBMF1,7,7,6.9,7,286367
25-01-2022,LRGLOBMF1,7,7,6.9,7,407665
26-01-2022,LRGLOBMF1,7,7,6.9,6.9,360458
27-01-2022,LRGLOBMF1,6.9,6.9,6.8,6.8,536252
30-01-2022,LRGLOBMF1,6.8,6.9,6.8,6.9,269155
31-01-2022,LRGLOBMF1,6.9,6.9,6.7,6.8,553586
02-01-2022,MAKSONSPIN,24.6,25.7,24.6,25.1,1051278
03-01-2022,MAKSONSPIN,25.1,26.6,25.1,25.9,2676940
04-01-2022,MAKSONSPIN,25.9,26.2,25.6,25.7,1341533
05-01-2022,MAKSONSPIN,25.7,28,25.7,27.9,5660459
06-01-2022,MAKSONSPIN,28,28.4,27.2,27.2,3352582
09-01-2022,MAKSONSPIN,27.5,27.7,26.2,26.3,2762599
10-01-2022,MAKSONSPIN,26.4,27,26.1,26.5,2620361
11-01-2022,MAKSONSPIN,26.6,27.4,26.4,26.6,3499555
12-01-2022,MAKSONSPIN,26.9,27.1,26.3,26.4,2895009
13-01-2022,MAKSONSPIN,26.8,26.8,26.1,26.4,1499224
16-01-2022,MAKSONSPIN,26.5,27.7,26.4,27.3,4833340
17-01-2022,MAKSONSPIN,27.6,27.8,27.2,27.4,3161066
18-01-2022,MAKSONSPIN,27.5,28.7,27.5,28.2,7250325
19-01-2022,MAKSONSPIN,28.7,29,28.1,28.4,4078207
20-01-2022,MAKSONSPIN,28.5,28.6,27.7,27.8,3632375
23-01-2022,MAKSONSPIN,27.8,28.1,27.4,27.7,2328808
24-01-2022,MAKSONSPIN,28,28,27.1,27.3,1782933
25-01-2022,MAKSONSPIN,27.5,29,27.4,28.3,4911433
26-01-2022,MAKSONSPIN,29,29.3,28.3,28.4,6222447
27-01-2022,MAKSONSPIN,28.6,28.9,28.2,28.4,4531190
30-01-2022,MAKSONSPIN,29.3,29.3,27.4,27.6,11600812
31-01-2022,MAKSONSPIN,27.8,28.3,27.3,27.5,2666889
02-01-2022,MALEKSPIN,26.3,27.1,25.9,26.9,1008561
03-01-2022,MALEKSPIN,27.4,27.9,26.8,27.1,1009339
04-01-2022,MALEKSPIN,27.3,27.3,26.6,26.8,792707
05-01-2022,MALEKSPIN,27.2,28.8,27,28.3,2027135
06-01-2022,MALEKSPIN,28.5,29.7,28,28.3,2415360
09-01-2022,MALEKSPIN,28.5,28.7,27.3,27.5,1420804
10-01-2022,MALEKSPIN,27.5,27.8,27.1,27.4,1805977
11-01-2022,MALEKSPIN,27.6,28.2,27.3,27.6,1532080
12-01-2022,MALEKSPIN,27.8,28.2,27,27.2,1363382
13-01-2022,MALEKSPIN,27.9,27.9,26.9,27,856317
16-01-2022,MALEKSPIN,27.4,28.5,27.1,28.2,1782929
17-01-2022,MALEKSPIN,28.5,28.9,27.9,28.5,1720227
18-01-2022,MALEKSPIN,28.6,31.3,28.6,30.4,5632767
19-01-2022,MALEKSPIN,31,31.5,30.1,30.6,1851870
20-01-2022,MALEKSPIN,30.6,30.7,29.2,29.5,1271049
23-01-2022,MALEKSPIN,29.3,29.7,28.5,28.7,757243
24-01-2022,MALEKSPIN,29,29.3,28.5,28.8,446470
25-01-2022,MALEKSPIN,29,31.6,28.9,31.6,3909826
26-01-2022,MALEKSPIN,34.7,34.7,34.7,34.7,3255988
27-01-2022,MALEKSPIN,35.6,36.7,33.1,33.9,10136757
30-01-2022,MALEKSPIN,35.5,36.5,30.8,31.5,9578089
31-01-2022,MALEKSPIN,31.7,32.8,30,30.4,5901415
02-01-2022,MARICO,2302.2,2320,2302,2310.7,2424
03-01-2022,MARICO,2312,2328,2310,2315.5,3637
04-01-2022,MARICO,2303,2320,2302,2319.2,2446
05-01-2022,MARICO,2305,2324,2305,2306.3,7865
06-01-2022,MARICO,2322,2323,2310,2314.8,6322
09-01-2022,MARICO,2314.8,2317,2307,2315.4,1286
10-01-2022,MARICO,2310,2316.6,2305,2309.3,5044
11-01-2022,MARICO,2309.3,2313,2300,2303.5,17452
12-01-2022,MARICO,2303.5,2319,2303.5,2306.3,1186
13-01-2022,MARICO,2324,2328.5,2309.5,2310,1051
16-01-2022,MARICO,2311,2320,2310,2311.7,5017
17-01-2022,MARICO,2313,2318,2312.6,2314.2,1133
18-01-2022,MARICO,2310,2340.1,2310,2336.9,3185
19-01-2022,MARICO,2337,2347,2334,2339.2,1804
20-01-2022,MARICO,2339,2348.2,2321.6,2346.8,9651
23-01-2022,MARICO,2348.5,2372.1,2340,2350.6,21923
24-01-2022,MARICO,2355,2355,2326,2333.4,7045
25-01-2022,MARICO,2344,2368,2320,2333,17720
26-01-2022,MARICO,2336,2360,2336,2356.9,7326
27-01-2022,MARICO,2356.9,2360.1,2342,2358.5,7329
30-01-2022,MARICO,2350,2358,2342,2352.2,3250
31-01-2022,MARICO,2350,2360.9,2350,2356.1,14652
02-01-2022,MATINSPINN,56.5,56.9,55.1,55.9,235484
03-01-2022,MATINSPINN,56.4,57.7,56.3,56.6,232213
04-01-2022,MATINSPINN,57.3,57.3,55.7,56,259221
05-01-2022,MATINSPINN,56.5,59,56.4,58.5,455375
06-01-2022,MATINSPINN,59,61.7,58.1,60.9,728112
09-01-2022,MATINSPINN,61.5,63.7,61.3,62,804621
10-01-2022,MATINSPINN,63.4,63.4,61.2,61.5,444861
11-01-2022,MATINSPINN,61.7,62.6,60.5,60.7,422045
12-01-2022,MATINSPINN,61,61.8,58.7,59.3,412946
13-01-2022,MATINSPINN,59.6,60.3,59,59.3,169746
16-01-2022,MATINSPINN,59.3,65.2,58.8,65.2,1367457
17-01-2022,MATINSPINN,66.5,66.8,64,64.4,629871
18-01-2022,MATINSPINN,64.6,66.8,64.1,65.5,682371
19-01-2022,MATINSPINN,66,70.3,66,67.4,1485802
20-01-2022,MATINSPINN,67.4,68.9,65,65.4,665582
23-01-2022,MATINSPINN,65.4,66.7,63,63.4,905169
24-01-2022,MATINSPINN,63.9,64.3,62.6,63.6,386811
25-01-2022,MATINSPINN,63.9,69.9,63.8,69.9,2007398
26-01-2022,MATINSPINN,76.8,76.8,72.2,76.1,4140159
27-01-2022,MATINSPINN,77,77.6,73.1,73.7,2101292
30-01-2022,MATINSPINN,75.8,80.2,72.1,73.4,3362182
31-01-2022,MATINSPINN,74.1,74.2,69.9,71,887781
02-01-2022,MBL1STMF,8,8,8,8,4306
03-01-2022,MBL1STMF,8,8.2,7.9,8.1,278552
04-01-2022,MBL1STMF,8.1,8.2,8,8.1,50156
05-01-2022,MBL1STMF,8,8.2,8,8.1,39637
06-01-2022,MBL1STMF,8.1,8.1,8,8,92133
09-01-2022,MBL1STMF,8,8.1,7.9,8,88151
10-01-2022,MBL1STMF,8,8.1,7.9,8.1,34505
11-01-2022,MBL1STMF,8,8.2,8,8.1,101123
12-01-2022,MBL1STMF,8.2,8.3,8.1,8.1,185090
13-01-2022,MBL1STMF,8.1,8.2,8,8.1,45101
16-01-2022,MBL1STMF,8.1,8.1,8,8,127187
17-01-2022,MBL1STMF,8,8.1,8,8,121003
18-01-2022,MBL1STMF,8.1,8.1,8,8,29174
19-01-2022,MBL1STMF,8.1,8.1,8,8,44663
20-01-2022,MBL1STMF,8.1,8.1,8,8.1,202953
23-01-2022,MBL1STMF,8,8.1,8,8,97102
24-01-2022,MBL1STMF,8.1,8.1,7.9,8,67256
25-01-2022,MBL1STMF,8,8,7.9,8,41910
26-01-2022,MBL1STMF,8,8.1,7.9,8,145287
27-01-2022,MBL1STMF,8,8,7.9,7.9,139916
30-01-2022,MBL1STMF,8,8,8,8,17425
31-01-2022,MBL1STMF,7.9,8,7.9,7.9,256020
02-01-2022,MEGCONMILK,15.2,15.4,14.8,15.3,23209
03-01-2022,MEGCONMILK,15.9,15.9,14.4,15.6,11263
04-01-2022,MEGCONMILK,16,16,15,15.2,5522
05-01-2022,MEGCONMILK,15.8,15.8,15.2,15.3,17981
06-01-2022,MEGCONMILK,16.5,16.5,15.8,15.9,17092
09-01-2022,MEGCONMILK,15.5,16,15.3,15.4,26425
10-01-2022,MEGCONMILK,16,16,15,15.3,20962
11-01-2022,MEGCONMILK,15.2,15.3,15,15.1,61605
12-01-2022,MEGCONMILK,15.5,15.5,14.8,14.9,29499
13-01-2022,MEGCONMILK,15.5,15.7,14.6,14.9,22975
16-01-2022,MEGCONMILK,14.9,15.4,14.4,14.7,71742
17-01-2022,MEGCONMILK,14.8,15.1,14.8,14.8,15645
18-01-2022,MEGCONMILK,14.8,15,14.8,14.9,39062
19-01-2022,MEGCONMILK,14.9,14.9,14.6,14.7,29954
20-01-2022,MEGCONMILK,14.9,15,14.6,14.8,42416
23-01-2022,MEGCONMILK,16,16,14.5,14.8,14735
24-01-2022,MEGCONMILK,14.4,15.2,14.3,14.8,41554
25-01-2022,MEGCONMILK,14.8,14.8,14.4,14.5,24942
26-01-2022,MEGCONMILK,15,15,14.4,14.7,33506
27-01-2022,MEGCONMILK,14.9,15,14.1,14.5,27400
30-01-2022,MEGCONMILK,14.6,14.7,14.5,14.6,3302
31-01-2022,MEGCONMILK,14.7,14.7,14.3,14.5,10850
02-01-2022,MEGHNACEM,73.7,74.9,72.6,73.2,3061
03-01-2022,MEGHNACEM,74.9,74.9,73,73.3,10206
04-01-2022,MEGHNACEM,75.7,75.7,73.1,74.4,6220
05-01-2022,MEGHNACEM,76.4,76.4,73.5,74.6,15476
06-01-2022,MEGHNACEM,76.8,76.8,73.3,75.2,5978
09-01-2022,MEGHNACEM,75,77,73.6,73.9,18790
10-01-2022,MEGHNACEM,76.9,76.9,74.1,74.9,10872
11-01-2022,MEGHNACEM,75.8,76.9,75,75.7,14083
12-01-2022,MEGHNACEM,77.4,77.4,75,75.1,14354
13-01-2022,MEGHNACEM,74.5,75.5,74,74.5,9284
16-01-2022,MEGHNACEM,76.8,78,76,76.5,11508
17-01-2022,MEGHNACEM,76.9,77,76,76.4,17181
18-01-2022,MEGHNACEM,77.2,78.5,77.2,78,27677
19-01-2022,MEGHNACEM,79,79,76,77.1,18475
20-01-2022,MEGHNACEM,83,83,77.1,78,20795
23-01-2022,MEGHNACEM,79.9,79.9,77,77.5,19990
24-01-2022,MEGHNACEM,78.7,78.7,75,75.2,7250
25-01-2022,MEGHNACEM,78.5,78.5,74.1,74.5,3121
26-01-2022,MEGHNACEM,78.3,78.3,74.5,74.6,8966
27-01-2022,MEGHNACEM,74.6,75.5,74.6,74.9,7514
30-01-2022,MEGHNACEM,74.9,77,74.6,74.8,8707
31-01-2022,MEGHNACEM,75,76.5,74.8,75.4,10475
02-01-2022,MEGHNALIFE,71.9,72.1,70,70.4,97626
03-01-2022,MEGHNALIFE,70.8,74,70.8,73,185991
04-01-2022,MEGHNALIFE,73.7,80.3,73.1,80.3,790562
05-01-2022,MEGHNALIFE,82.5,84,78.1,81.7,522052
06-01-2022,MEGHNALIFE,81,83.6,78,78.6,375623
09-01-2022,MEGHNALIFE,78.1,86.3,78.1,81.1,565991
10-01-2022,MEGHNALIFE,82.2,86.4,82.2,84.9,740538
11-01-2022,MEGHNALIFE,86.4,87.8,80.5,81.1,327028
12-01-2022,MEGHNALIFE,81.2,81.9,78.2,78.5,215115
13-01-2022,MEGHNALIFE,79,81.7,78.6,80.9,146029
16-01-2022,MEGHNALIFE,83.6,84.5,80.2,80.8,181795
17-01-2022,MEGHNALIFE,81.9,86.8,81.3,85.3,606274
18-01-2022,MEGHNALIFE,86,89,85.1,86.5,696358
19-01-2022,MEGHNALIFE,85.1,88,84.1,84.2,305544
20-01-2022,MEGHNALIFE,86.2,86.2,82.2,82.5,179278
23-01-2022,MEGHNALIFE,81.5,83.5,81.2,81.7,151311
24-01-2022,MEGHNALIFE,83.6,84.2,81.8,81.9,181691
25-01-2022,MEGHNALIFE,81.9,82.7,80.5,80.8,104645
26-01-2022,MEGHNALIFE,80.1,81.3,80.1,80.5,81363
27-01-2022,MEGHNALIFE,80.5,83.4,80.5,81,73326
30-01-2022,MEGHNALIFE,80.5,81.5,80.5,80.9,65767
31-01-2022,MEGHNALIFE,80.2,82,80.2,80.8,85919
02-01-2022,MEGHNAPET,20,20,19.5,19.7,6039
03-01-2022,MEGHNAPET,21.5,21.5,19.4,19.7,3430
04-01-2022,MEGHNAPET,19.9,19.9,19,19.3,12901
05-01-2022,MEGHNAPET,20.5,20.5,19.3,19.5,15064
06-01-2022,MEGHNAPET,19.9,20,19.6,19.9,8290
09-01-2022,MEGHNAPET,19.5,20,18.8,18.9,29986
10-01-2022,MEGHNAPET,19.5,19.5,18.9,19,4395
11-01-2022,MEGHNAPET,19,20.9,18.7,20.6,65218
12-01-2022,MEGHNAPET,20.7,20.7,19.8,20.2,6602
13-01-2022,MEGHNAPET,19.5,20.5,19,19.3,25577
16-01-2022,MEGHNAPET,19.5,20.2,19.5,19.9,3296
17-01-2022,MEGHNAPET,20.1,20.1,19.5,19.9,20550
18-01-2022,MEGHNAPET,20.1,20.1,19.5,19.5,18533
19-01-2022,MEGHNAPET,20.1,20.1,19.7,20,9966
20-01-2022,MEGHNAPET,20,20,19.4,19.6,24000
23-01-2022,MEGHNAPET,18.1,19.8,18.1,18.6,34772
24-01-2022,MEGHNAPET,18.9,19.8,18.7,18.9,22045
25-01-2022,MEGHNAPET,19.6,19.6,19,19.3,22453
26-01-2022,MEGHNAPET,19.9,19.9,18.9,19.4,16460
27-01-2022,MEGHNAPET,19.4,19.4,19,19.1,17400
30-01-2022,MEGHNAPET,19.1,19.7,18.5,19.5,9145
31-01-2022,MEGHNAPET,18,20,18,18,60357
02-01-2022,MERCANBANK,17.4,18.1,17.3,18,4438090
03-01-2022,MERCANBANK,18.1,18.4,17.5,17.7,4352847
04-01-2022,MERCANBANK,17.8,17.9,17.6,17.8,1828035
05-01-2022,MERCANBANK,17.9,17.9,17.7,17.8,2973010
06-01-2022,MERCANBANK,17.8,18.4,17.8,18.1,4252593
09-01-2022,MERCANBANK,18.4,18.4,17.8,17.9,3592208
10-01-2022,MERCANBANK,17.9,17.9,17.7,17.8,2313737
11-01-2022,MERCANBANK,17.9,18.1,17.6,17.7,4468843
12-01-2022,MERCANBANK,18,18,17.6,17.8,2126399
13-01-2022,MERCANBANK,17.7,17.9,17.5,17.5,1815606
16-01-2022,MERCANBANK,17.6,17.6,17.2,17.3,2433226
17-01-2022,MERCANBANK,17.3,17.6,17.2,17.4,1532461
18-01-2022,MERCANBANK,17.5,17.6,17.2,17.3,4032233
19-01-2022,MERCANBANK,17.3,17.5,17.2,17.4,1699819
20-01-2022,MERCANBANK,17.4,17.5,17.3,17.4,1089225
23-01-2022,MERCANBANK,17.4,17.4,17.2,17.3,1792951
24-01-2022,MERCANBANK,17.3,17.4,17.1,17.1,1326936
25-01-2022,MERCANBANK,17.3,17.5,17.2,17.3,966362
26-01-2022,MERCANBANK,17.3,17.5,17.3,17.4,850382
27-01-2022,MERCANBANK,17.4,17.5,17.3,17.4,1172121
30-01-2022,MERCANBANK,17.4,17.4,17.2,17.3,1902677
31-01-2022,MERCANBANK,17.4,17.5,17.2,17.5,1915209
02-01-2022,MERCINS,50.9,50.9,49.5,50,33316
03-01-2022,MERCINS,50.5,51.1,49.7,49.9,63072
04-01-2022,MERCINS,49.7,51,49.2,50.4,30075
05-01-2022,MERCINS,50.9,50.9,49.8,50.1,121939
06-01-2022,MERCINS,50,50.7,49.7,49.8,25337
09-01-2022,MERCINS,49.5,50.2,48.8,49.1,58303
10-01-2022,MERCINS,49,50.1,48.5,48.5,173887
11-01-2022,MERCINS,49,49,48,48.6,89904
12-01-2022,MERCINS,48.5,50,47.5,47.8,67134
13-01-2022,MERCINS,47.9,47.9,47,47.5,16164
16-01-2022,MERCINS,48,48.4,45,46.8,67057
17-01-2022,MERCINS,48.2,48.7,47.6,48,63609
18-01-2022,MERCINS,48.5,49.2,48,48.2,52278
19-01-2022,MERCINS,47.5,48.3,47.3,48,135369
20-01-2022,MERCINS,48,49.7,47.4,48.7,65906
23-01-2022,MERCINS,49.8,49.9,48.6,48.9,102976
24-01-2022,MERCINS,49.6,49.6,47.8,48,32513
25-01-2022,MERCINS,47.2,49.2,47.2,47.8,51370
26-01-2022,MERCINS,47.5,49.8,47.5,48.9,95355
27-01-2022,MERCINS,49.4,49.5,47.6,48.1,72157
30-01-2022,MERCINS,47.6,49,47.6,48.1,67234
31-01-2022,MERCINS,47.7,49,47.6,47.8,106112
02-01-2022,METROSPIN,23.8,23.9,23.4,23.7,711408
03-01-2022,METROSPIN,24,24.8,23.8,24.1,1136302
04-01-2022,METROSPIN,24.1,24.1,23.5,23.7,738564
05-01-2022,METROSPIN,23.8,26,23.8,26,3188827
06-01-2022,METROSPIN,26.6,27,25.4,25.6,1352525
09-01-2022,METROSPIN,25.6,25.9,24.4,24.5,1305142
10-01-2022,METROSPIN,24.6,25.5,24.3,25.1,1084746
11-01-2022,METROSPIN,25.2,26.3,24.7,24.8,1560834
12-01-2022,METROSPIN,25.2,25.5,24.6,24.6,997596
13-01-2022,METROSPIN,24.7,25.3,24.3,24.5,676892
16-01-2022,METROSPIN,24.6,26.5,24.6,25.9,2885996
17-01-2022,METROSPIN,26.4,26.9,25.7,26.1,2161597
18-01-2022,METROSPIN,26.3,28.4,26.3,28.1,3804527
19-01-2022,METROSPIN,28.3,28.7,27.1,27.8,2080258
20-01-2022,METROSPIN,28.2,28.3,26.8,27,1477347
23-01-2022,METROSPIN,27.4,27.7,26.1,26.5,672028
24-01-2022,METROSPIN,27,27,25.6,25.7,793721
25-01-2022,METROSPIN,26.2,27.9,25.7,27.2,1621114
26-01-2022,METROSPIN,27.5,28,27.1,27.2,1268075
27-01-2022,METROSPIN,27.3,27.5,26.3,26.6,1415616
30-01-2022,METROSPIN,27.6,27.8,26.2,26.3,2169482
31-01-2022,METROSPIN,26.5,26.8,25.8,26.1,923705
02-01-2022,MHSML,25.8,25.8,25.4,25.5,140222
03-01-2022,MHSML,25.8,26.3,25.2,25.4,432273
04-01-2022,MHSML,25.8,26,24.6,24.9,232634
05-01-2022,MHSML,25.5,26.7,25.4,26.3,725865
06-01-2022,MHSML,26.3,27.1,26.3,26.5,909616
09-01-2022,MHSML,26.5,27.1,26.3,26.5,726214
10-01-2022,MHSML,26.8,26.8,26.3,26.5,514367
11-01-2022,MHSML,26.5,29,26.5,27.7,2112594
12-01-2022,MHSML,28.3,29.4,27.9,28.7,1671944
13-01-2022,MHSML,29.2,29.6,28.4,28.9,1386932
16-01-2022,MHSML,29.4,31.5,29,31.3,1955535
17-01-2022,MHSML,31.4,32.3,30.8,31.4,1032742
18-01-2022,MHSML,31.3,32.2,30.4,31.5,1837625
19-01-2022,MHSML,34.2,34.2,30.3,30.8,4144320
20-01-2022,MHSML,31.7,32.4,31.2,32,1803879
23-01-2022,MHSML,32.4,32.4,31.2,31.5,1218061
24-01-2022,MHSML,32.2,32.2,30.5,30.6,797000
25-01-2022,MHSML,30.6,32,30.6,31.4,1512372
26-01-2022,MHSML,31.8,31.9,30.9,31,912513
27-01-2022,MHSML,31,31.3,30.1,30.5,1053818
30-01-2022,MHSML,31.1,31.4,29.9,30.8,1779911
31-01-2022,MHSML,31.5,31.6,30.6,30.8,594347
02-01-2022,MICEMENT,62.2,64.2,62.2,63.5,4348
03-01-2022,MICEMENT,63,64.3,63,64,15264
04-01-2022,MICEMENT,65.6,65.6,62.4,64.4,12862
05-01-2022,MICEMENT,64.4,65.8,64.4,65,17300
06-01-2022,MICEMENT,64.2,68,64.2,67.6,33255
09-01-2022,MICEMENT,67.6,68.5,65.7,66.1,24501
10-01-2022,MICEMENT,65.7,67.7,63.3,66,45752
11-01-2022,MICEMENT,63.4,69.7,63.4,67.3,19134
12-01-2022,MICEMENT,66.4,68.5,66,68.1,47815
13-01-2022,MICEMENT,64,68.5,64,66.5,2103
16-01-2022,MICEMENT,67,69.8,67,69.2,34722
17-01-2022,MICEMENT,69.2,69.4,68.2,68.7,10815
18-01-2022,MICEMENT,66,69,65.1,68.7,11302
19-01-2022,MICEMENT,66.2,69.6,66.2,67.2,12114
20-01-2022,MICEMENT,67,67.9,67,67.2,19313
23-01-2022,MICEMENT,66.5,67.4,65.5,65.6,16176
24-01-2022,MICEMENT,66.9,68,64.3,64.6,15397
25-01-2022,MICEMENT,66.5,66.5,64.8,65.1,3661
26-01-2022,MICEMENT,65.1,66.3,64.6,65.5,10411
27-01-2022,MICEMENT,64.1,65.7,64,65.3,19967
30-01-2022,MICEMENT,65,65,64,64.3,233176
31-01-2022,MICEMENT,61.4,62,59.5,61.8,44708
02-01-2022,MIDASFIN,18.4,18.4,17.5,18,218804
03-01-2022,MIDASFIN,18.2,18.2,17.5,17.7,324346
04-01-2022,MIDASFIN,17.8,17.8,17.3,17.4,295472
05-01-2022,MIDASFIN,17.8,18.4,17.5,17.7,322404
06-01-2022,MIDASFIN,18,18.1,17.7,17.8,280557
09-01-2022,MIDASFIN,17.6,17.9,17.3,17.5,104262
10-01-2022,MIDASFIN,17.3,17.6,17.1,17.4,321149
11-01-2022,MIDASFIN,17.7,17.8,17.2,17.4,615623
12-01-2022,MIDASFIN,17.7,17.7,16.8,16.9,308956
13-01-2022,MIDASFIN,17.3,17.3,16.6,16.7,270919
16-01-2022,MIDASFIN,17,17,16.7,16.7,195475
17-01-2022,MIDASFIN,17,17,16.7,16.9,117084
18-01-2022,MIDASFIN,17.1,17.2,16.7,16.8,295040
19-01-2022,MIDASFIN,16.9,17,16.7,16.8,128134
20-01-2022,MIDASFIN,16.8,17,16.7,16.8,133743
23-01-2022,MIDASFIN,16.9,16.9,16.5,16.5,187254
24-01-2022,MIDASFIN,16.8,16.8,16.4,16.5,143562
25-01-2022,MIDASFIN,16.5,16.7,16.4,16.6,107084
26-01-2022,MIDASFIN,16.5,17.1,16.5,17,283705
27-01-2022,MIDASFIN,17.2,17.2,16.8,16.9,154487
30-01-2022,MIDASFIN,16.6,17,16.6,16.7,112782
31-01-2022,MIDASFIN,16.6,16.8,16.5,16.7,160425
02-01-2022,MIRACLEIND,28.9,29.8,28.3,29.4,193859
03-01-2022,MIRACLEIND,29.2,29.8,29,29.2,249707
04-01-2022,MIRACLEIND,29,31,29,30.7,734843
05-01-2022,MIRACLEIND,31.2,31.6,30.7,31.2,696050
06-01-2022,MIRACLEIND,31.6,31.7,30.4,30.6,422389
09-01-2022,MIRACLEIND,30.6,31.5,30,30.1,548769
10-01-2022,MIRACLEIND,30.5,30.5,30,30.1,251486
11-01-2022,MIRACLEIND,30.9,32.1,30.1,31.3,609021
12-01-2022,MIRACLEIND,31.8,31.9,30.3,30.5,439446
13-01-2022,MIRACLEIND,31.2,31.2,29.7,29.9,183223
16-01-2022,MIRACLEIND,30.4,30.6,29.4,29.6,247697
17-01-2022,MIRACLEIND,30.1,30.3,29.7,30,154348
18-01-2022,MIRACLEIND,30.6,30.6,29.2,29.6,255825
19-01-2022,MIRACLEIND,29.7,30.1,29.2,29.4,314177
20-01-2022,MIRACLEIND,30,30.3,29.2,29.4,287553
23-01-2022,MIRACLEIND,29.9,29.9,28.8,29.2,254519
24-01-2022,MIRACLEIND,29.4,29.4,28.2,28.3,123655
25-01-2022,MIRACLEIND,28.8,28.8,28,28.2,126069
26-01-2022,MIRACLEIND,29.1,29.1,27.9,28.2,104104
27-01-2022,MIRACLEIND,28.1,28.4,27.4,27.7,197700
30-01-2022,MIRACLEIND,27.5,28,27.3,27.8,149249
31-01-2022,MIRACLEIND,28,28,27.1,27.4,64685
02-01-2022,MIRAKHTER,62.1,63.4,61.8,62.2,99572
03-01-2022,MIRAKHTER,62.9,63.9,61.7,63.4,407528
04-01-2022,MIRAKHTER,63.3,63.4,61.8,62.2,207994
05-01-2022,MIRAKHTER,62.5,64.9,62.4,63.5,568838
06-01-2022,MIRAKHTER,64.2,69.8,63.9,69.8,1068062
09-01-2022,MIRAKHTER,71.4,71.8,67.9,68.1,671819
10-01-2022,MIRAKHTER,66.6,69,65.9,66.1,762537
11-01-2022,MIRAKHTER,66.3,68.5,66.1,66.7,682664
12-01-2022,MIRAKHTER,66.6,68.3,66.6,67,479683
13-01-2022,MIRAKHTER,67,67.4,66.1,67.2,182492
16-01-2022,MIRAKHTER,67,67.4,65,65.2,769977
17-01-2022,MIRAKHTER,65.5,66,63.8,65,417911
18-01-2022,MIRAKHTER,66.1,66.1,64.2,64.5,365934
